,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Mean over,idx_corrected,idx_main,outputwImg,predictionwImg,gold_referencewImg,tagwImg,outputwoImg,predictionwoImg,gold_referencewoImg,tagwoImg
0,52.33157,71.58452,76.63338,80.64552,89.52708,93.29447,96.13252,105.51363,114.85368,119.255135,106.23395,109.03942,117.883484,121.63357,126.11763,127.35947,133.78583,142.91467,152.26376,148.10458,148.04428,148.68501,146.42923,150.19147,149.3249,154.35786,163.90079,171.91698,193.88835,All tokens,327,635,2,2,2,Relative Reflectance,1,1,2,Relative Reflectance
1,48.74212,66.171364,70.55772,75.00727,82.89074,85.87394,88.65777,92.48188,100.277336,102.90858,94.6456,94.731255,101.17679,103.96532,108.35087,109.115364,113.049545,117.99631,121.361046,118.53298,120.357994,122.91716,125.71426,130.05154,130.70583,138.3874,150.7374,149.94244,162.67735,All tokens,57,113,0,0,0,Counting,1,1,0,Counting
2,41.62991,56.66224,61.216286,66.04623,73.801895,77.372604,80.25668,85.26829,93.70853,98.46735,92.10566,90.87823,97.85343,101.95487,104.05508,104.54072,107.7479,112.01354,115.152054,112.31649,113.21234,115.99036,119.5934,123.82303,126.38593,134.71025,144.37259,140.56073,149.8761,All tokens,12,19,6,6,0,Counting,0,0,0,Counting
3,49.11307,65.69769,69.24543,71.76935,78.113686,80.81856,82.677155,88.287865,95.666275,98.983864,86.48339,89.167244,95.39519,98.53071,102.229095,102.22115,106.37051,110.29236,113.00368,109.73895,110.810326,111.39908,112.858925,117.9788,113.82531,122.14358,136.09439,138.61987,152.19618,All tokens,379,723,0,0,1,Spatial Relation,1,1,1,Spatial Relation
4,20.7421,35.131947,40.047028,44.78379,50.37427,53.267937,55.095524,61.29772,69.44978,74.64743,70.42039,70.589424,75.93262,78.56426,81.31005,83.32269,87.078026,90.85877,94.63842,93.171326,94.54307,98.626976,99.83515,100.99012,98.40985,101.07018,108.808655,107.6216,129.87932,All tokens,140,223,3,3,3,IQ Test,2,2,3,IQ Test
5,21.59864,37.870193,42.71095,47.8545,55.148357,58.335636,59.391056,65.59236,73.06006,74.81719,72.70085,72.198204,77.00106,76.90404,79.51461,82.014305,84.63669,90.30398,94.58221,94.020226,96.64675,99.37891,99.973114,102.20136,103.746216,107.548386,114.517586,113.97238,129.89096,All tokens,125,207,0,0,2,IQ Test,2,2,2,IQ Test
6,22.43441,37.43964,42.065804,46.661594,53.868587,57.450066,59.00198,64.912796,71.97502,73.64641,70.540764,70.256775,75.805534,76.45952,79.45954,82.15416,86.083725,91.34283,94.671455,93.25173,95.70109,97.972305,99.234856,99.46092,98.86976,101.92488,109.145546,109.075676,131.16653,All tokens,114,189,3,3,1,IQ Test,2,2,1,IQ Test
7,21.538996,34.880585,39.50068,44.45555,51.390438,54.75829,56.330986,63.259926,72.16286,76.22694,72.10101,72.07293,76.742676,76.93228,80.26392,82.23027,85.831276,89.59482,92.83481,92.191734,93.68136,97.28171,98.30333,99.22289,100.73117,102.62535,110.540436,111.14986,127.97773,All tokens,71,129,0,0,1,IQ Test,2,2,1,IQ Test
8,50.324036,67.58078,72.27622,77.824585,85.45696,89.44968,91.66605,98.46307,106.93652,109.51809,98.098564,97.990204,103.12187,104.43594,106.99968,108.68727,111.93405,117.07286,119.66346,115.09952,116.68468,119.10937,124.12422,128.64647,132.5856,137.58574,152.60283,157.13571,167.4301,All tokens,377,719,0,0,1,Spatial Relation,1,1,1,Spatial Relation
9,35.11953,51.689606,56.451828,61.30675,68.35914,71.95106,74.3535,80.81887,86.86933,88.269264,81.62533,82.09233,87.75106,89.5217,91.26942,92.84637,96.19052,101.13738,104.092636,102.05332,104.66362,107.448685,110.486786,114.14436,116.43373,122.25475,131.83105,128.19614,149.27415,All tokens,52,97,1,1,3,Counting,2,2,3,Counting
