,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Mean over,idx_corrected,idx_main,outputwImg,predictionwImg,gold_referencewImg,tagwImg,outputwoImg,predictionwoImg,gold_referencewoImg,tagwoImg
0,38.194542,68.37782,78.344475,87.278435,96.948105,100.980385,101.56286,107.99614,116.759705,119.03738,105.888626,105.287476,111.35892,113.45251,116.00928,117.20283,121.22594,126.12273,128.97815,124.20361,125.57544,129.75095,133.01038,135.63396,139.15385,144.06154,159.7578,158.59955,158.80077,All tokens,40,362,1,1,3,perception,3,3,3,perception
1,41.732864,77.51489,88.74354,98.614746,109.82899,115.020676,116.18511,124.71424,132.58427,131.23315,113.871666,115.92688,122.119644,122.689896,126.124115,126.84074,131.00557,138.82912,144.55066,140.06776,140.306,143.62799,145.76756,149.28033,151.98912,156.94513,174.55936,182.31241,178.37984,All tokens,7,121,1,1,1,experiment_proposal,3,3,1,experiment_proposal
2,56.143703,80.94741,88.67595,96.41357,105.62342,110.81117,112.3056,117.812744,123.999985,125.55773,108.592926,109.07396,115.83406,119.22683,124.59714,125.39456,130.2771,138.75285,144.32047,138.54904,139.27606,140.1603,141.9825,142.64827,148.05133,154.80728,176.35654,188.39935,197.75215,All tokens,1,28,0,0,0,hypothesis_gen,3,3,0,hypothesis_gen
3,34.092594,61.88864,70.64589,79.102104,90.22723,95.7523,97.169876,105.41899,115.93916,120.76704,108.685616,108.73667,114.15504,115.811806,121.54631,126.37382,131.7228,141.93639,149.37396,145.83755,148.75928,151.31754,153.06778,155.00081,159.0453,166.16397,181.50244,187.92519,192.58655,All tokens,47,402,3,3,3,perception,1,1,3,perception
4,37.640358,69.95011,80.303856,89.59831,100.31196,105.57277,105.259766,111.77218,119.36192,120.75643,105.57916,108.04039,113.30637,115.26424,120.11623,121.45274,125.47626,132.026,135.76686,132.23885,132.18236,135.09608,137.11197,139.02202,142.21524,146.65906,162.31401,163.68819,157.20256,All tokens,17,190,2,2,0,perception,3,3,0,perception
5,20.613274,61.33105,74.82587,86.86253,98.20926,104.44665,107.13042,113.043015,120.256004,123.32012,110.66739,109.96838,115.21149,115.33054,118.55503,119.22154,123.54206,129.80688,133.50818,129.17104,128.37689,131.40862,133.63702,135.05301,134.96667,137.74637,148.82114,146.85878,145.88228,All tokens,15,182,2,2,4,hypothesis_gen,0,0,4,hypothesis_gen
6,34.729,57.27119,67.041046,77.18564,88.59109,94.85795,96.735596,106.139656,118.31693,124.23886,112.22708,113.50244,121.56631,124.967705,130.00554,132.63594,138.24507,147.72942,155.27718,149.7134,149.73938,151.01588,151.17236,156.70778,163.00937,170.94203,189.89131,195.34727,203.0376,All tokens,14,169,2,2,2,perception,3,3,2,perception
7,24.316496,50.421627,61.06061,70.59858,82.68291,88.543144,90.734344,97.14579,106.70121,107.305984,97.51815,98.21861,104.61133,105.989456,108.16239,108.633644,111.86558,116.287865,117.37222,114.21557,115.84373,119.17794,123.26374,125.55706,129.46245,136.87418,153.12297,152.00905,146.97508,All tokens,8,141,2,2,4,hypothesis_gen,4,4,4,hypothesis_gen
8,46.9561,88.25744,100.47486,114.09919,126.89918,133.42822,133.27066,140.6662,149.52377,152.57454,130.96211,131.09886,136.37794,136.6709,139.75145,141.19574,145.54175,154.5081,160.33995,153.70807,154.3375,155.38777,157.06096,160.04434,166.00899,174.19019,193.5726,204.9604,206.8661,All tokens,6,116,1,1,1,perception,2,2,1,perception
9,19.080399,54.313416,66.10272,77.29985,89.168564,95.109726,97.973526,107.522804,116.093124,118.73217,105.0112,106.39774,111.935646,112.954216,117.33759,118.95964,122.867645,129.54637,133.90755,129.61429,129.9074,132.43169,135.35382,138.28313,139.64955,143.24066,154.62404,157.3675,158.25354,All tokens,34,306,3,3,2,hypothesis_gen,2,2,2,hypothesis_gen
10,60.616467,81.32401,88.61551,96.1141,105.04877,109.65166,109.705574,108.72199,114.65069,116.901085,98.472275,95.64274,101.93947,102.00161,102.8556,103.49063,105.23848,110.823204,111.75868,107.655106,108.62955,110.56173,113.871895,116.33678,123.5859,133.37251,157.20998,162.7214,159.9212,All tokens,5,96,1,1,4,hypothesis_gen,0,0,4,hypothesis_gen
11,36.61714,53.756886,60.34609,66.293564,75.61438,79.85857,82.186485,88.30952,99.39066,100.55769,89.11415,88.74883,94.73469,95.721855,97.661705,96.956055,98.92766,103.56754,103.81531,100.43966,102.74653,104.4838,107.49199,107.85143,114.36566,125.03398,148.65915,154.86089,156.28757,All tokens,37,328,2,2,4,hypothesis_gen,1,1,4,hypothesis_gen
12,33.026222,61.087105,70.03762,79.49164,90.04143,95.55923,95.70214,105.124626,115.34786,118.36474,105.91104,108.215996,115.02337,117.52676,123.42672,126.3725,132.3938,142.54642,150.1899,145.78598,145.09004,146.36327,144.73576,146.37862,148.88643,153.39673,167.97842,170.3676,179.2879,All tokens,27,260,0,0,0,perception,2,2,0,perception
13,30.175781,63.069874,73.30148,82.7483,94.35527,99.63275,102.07712,106.19444,113.45267,114.914764,99.02754,97.970856,104.3257,105.35406,108.92536,109.079834,114.237206,119.01439,122.26852,119.482025,120.34628,124.215164,127.65988,130.93312,131.76602,138.1152,151.52036,145.91095,154.10805,All tokens,2,58,0,0,1,perception,3,3,1,perception
14,38.93229,61.62194,70.64744,78.07876,88.53074,93.79978,95.40601,103.17051,112.83003,115.31822,98.72225,98.3945,105.22072,106.69358,109.49522,111.69732,115.31426,122.647484,126.5991,122.7796,124.90128,127.842636,127.67808,129.08232,132.78806,140.70142,162.54956,175.30992,177.1123,All tokens,48,409,3,3,1,perception,0,0,1,perception
15,13.15268,33.28964,41.79373,50.391304,59.3227,64.21018,65.909584,72.02393,81.10947,84.62043,78.11193,78.6696,83.14211,84.80701,86.32213,87.22422,90.3857,93.96904,95.47105,93.31684,93.81753,97.33994,101.52654,103.6242,105.77755,108.64907,118.29217,115.87257,117.4463,All tokens,50,419,2,2,3,hypothesis_gen,1,1,3,hypothesis_gen
16,32.251667,62.66434,76.132965,89.80114,103.707054,111.47932,113.24009,122.815094,134.53444,140.51215,124.76378,126.23367,135.05223,138.38345,143.60347,145.89758,151.94412,161.83186,170.15944,163.62935,162.34196,163.57545,162.52994,168.11322,172.69449,180.23354,198.84209,203.92715,209.87163,All tokens,13,167,4,4,4,perception,2,2,4,perception
17,32.615814,53.312878,60.224407,66.6631,76.34549,81.9459,82.59065,91.80578,103.62652,108.334755,96.02637,97.50894,102.61907,105.46388,111.45322,115.852066,120.14721,128.4456,132.97961,130.59834,133.39807,137.089,139.98602,144.14825,155.29288,167.58241,187.96265,184.16878,197.60925,All tokens,44,381,3,3,3,hypothesis_gen,0,0,3,hypothesis_gen
18,60.88198,94.92288,106.17424,117.16265,129.24509,134.81738,134.5957,139.4099,147.05022,148.46426,122.74975,123.78667,131.05212,132.99167,137.19194,139.5395,144.39392,152.16687,157.33545,150.52995,149.96095,151.97325,153.32368,156.78604,162.12196,170.327,188.5649,197.70802,197.7413,All tokens,32,285,1,1,3,perception,0,0,3,perception
19,35.59807,54.19432,61.079247,67.88891,77.94324,82.563805,84.93493,91.12774,102.70783,103.90901,91.89678,91.61917,97.55888,98.269966,100.06507,99.148865,101.2502,105.91357,106.15206,102.497795,104.51415,106.025085,108.96816,109.49944,115.814285,126.03274,148.70854,154.15361,156.15685,All tokens,36,325,1,1,3,hypothesis_gen,2,2,3,hypothesis_gen
