,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,Mean over,idx_corrected,idx_main,outputwImg,predictionwImg,gold_referencewImg,tagwImg,outputwoImg,predictionwoImg,gold_referencewoImg,tagwoImg
0,20.162962,20.309797,20.479597,20.871605,21.834068,23.806778,27.049221,31.72142,37.87635,45.811367,55.587246,66.18462,76.24166,82.924545,85.94063,93.62318,95.536354,96.629555,98.51168,98.07972,97.58462,95.76669,98.97943,98.28393,100.35397,101.139465,106.07086,107.70506,112.11443,111.02558,110.88623,108.277115,70.23081,All tokens,114,120,"USER: 
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 0",0,2,IQ Test,"USER: 
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,2,IQ Test
1,38.77986,39.062347,40.23473,41.639786,43.95983,48.31318,54.25595,61.9171,69.8745,78.916176,84.87469,89.64499,98.93229,102.90687,98.77051,111.98877,111.55753,112.08508,118.20432,118.606316,122.49395,121.20981,126.15623,128.75092,133.76184,137.7063,145.5632,150.09338,157.51103,160.55923,165.10619,166.17928,114.91909,All tokens,25,25,"USER: 
 QUESTION: How many yellow buses are there?
OPTIONS:
0: 2
1: 0
2: 1
3: 3

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 0",0,1,Counting,"USER: 
 QUESTION: How many yellow buses are there?
OPTIONS:
0: 2
1: 0
2: 1
3: 3

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,1,Counting
2,37.635807,37.897045,38.670322,40.07093,42.364944,46.30014,51.90499,58.329212,63.921593,72.63533,81.00657,85.98916,95.62035,99.05657,95.84293,106.40215,108.26307,108.60562,107.49271,108.89954,112.32296,110.20255,114.57608,117.2026,120.29368,122.033615,128.9656,132.33328,138.77193,137.98363,140.01628,141.97775,97.137085,All tokens,281,287,"USER: 
 QUESTION: Which bounding box more accurately localizes and encloses the pillow?
OPTIONS:
0: Box A
1: Box B

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 0",0,0,Object Localization,"USER: 
 QUESTION: Which bounding box more accurately localizes and encloses the pillow?
OPTIONS:
0: Box A
1: Box B

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,0,Object Localization
3,16.6269,16.726606,17.00383,17.354677,18.088396,19.737095,22.363892,26.315538,31.84089,39.35665,48.84079,58.56309,66.92913,72.379166,74.87552,82.862366,84.5132,84.9025,87.03331,86.88955,86.44389,85.53189,88.51415,88.76636,92.11966,94.77255,99.302444,101.51517,106.02166,104.693924,105.218506,103.010506,69.8005,All tokens,250,256,"USER: 
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 0",0,2,IQ Test,"USER: 
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,2,IQ Test
4,33.72342,34.03589,34.626503,36.071598,38.562565,43.02679,49.231335,56.27885,64.69676,74.05974,84.745125,93.353874,103.82154,108.38538,109.60377,119.48265,120.21265,120.67959,123.93071,125.825264,127.85287,126.68648,130.26953,131.32823,135.02829,137.58789,142.97072,145.45683,150.91618,151.32895,152.54704,150.29362,87.14772,All tokens,228,234,"USER: 
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 0",0,2,IQ Test,"USER: 
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,2,IQ Test
5,17.38475,17.5173,17.75606,18.104984,18.938713,20.928846,24.156485,28.641588,34.966854,42.873917,53.09826,62.82899,71.8702,77.43126,80.65668,88.622696,90.43695,89.67432,92.079605,92.61101,93.32615,93.84903,97.21818,96.55259,101.07895,103.54789,107.37642,108.75249,113.60392,112.27236,111.66877,110.08843,71.40853,All tokens,142,148,"USER: 
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 0",0,1,IQ Test,"USER: 
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,1,IQ Test
6,44.61262,44.913815,46.09214,47.596336,50.34466,55.16448,61.837963,70.391785,78.41115,88.20207,94.668304,97.52248,106.33916,110.55219,105.05102,117.93049,119.2891,118.98908,123.335106,124.23638,128.11742,125.59873,129.08797,132.09962,137.42052,141.23175,149.53046,154.79555,162.74623,163.7283,168.27313,169.22859,117.33497,All tokens,104,108,"USER: 
 QUESTION: How many people are wearing glasses?
OPTIONS:
0: 2
1: 1
2: 3
3: 0

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 1",1,1,Counting,"USER: 
 QUESTION: How many people are wearing glasses?
OPTIONS:
0: 2
1: 1
2: 3
3: 0

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,1,Counting
7,58.859055,59.220478,60.419895,62.713394,66.57807,72.50055,79.299164,89.187485,95.85747,104.76468,109.26614,110.752106,120.17832,123.39247,115.728775,130.80377,132.18336,132.58331,137.28264,138.28271,143.62065,142.99136,150.74803,153.57481,160.96805,165.94347,177.68405,185.27016,197.12823,200.78241,209.31966,213.31471,143.55191,All tokens,558,698,"USER: 
 QUESTION: Is the car at the back of the bicycle?
OPTIONS:
0: yes
1: no

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 1",1,1,Spatial Relation,"USER: 
 QUESTION: Is the car at the back of the bicycle?
OPTIONS:
0: yes
1: no

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,1,Spatial Relation
8,64.79502,65.23217,66.75335,69.58314,74.11647,80.98039,89.1372,98.64376,106.65451,116.739494,120.83604,120.409546,128.11462,132.41685,122.81386,143.84656,144.88237,146.9032,153.06766,155.33154,160.46179,163.253,163.69124,168.21056,176.4325,183.30276,194.20796,201.51385,213.47743,218.01709,225.78384,228.39388,145.59422,All tokens,89,93,"USER: 
 QUESTION: How many people are driving white motor on the street?
OPTIONS:
0: 1
1: 3
2: 0
3: 2

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 3",3,2,Counting,"USER: 
 QUESTION: How many people are driving white motor on the street?
OPTIONS:
0: 1
1: 3
2: 0
3: 2

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,2,Counting
9,35.83725,36.058826,37.031876,38.099415,40.00361,43.246384,48.26587,54.77934,61.184067,69.42696,76.020546,79.89902,87.23978,90.958,87.73429,97.33219,98.71675,98.374794,101.87139,101.620895,103.57722,103.47301,108.33449,111.18389,115.711555,117.04511,123.417595,126.802155,133.1254,133.86821,136.46544,138.23763,101.363625,All tokens,604,744,"USER: 
 QUESTION: Is the cup beside the laptop?
OPTIONS:
0: yes
1: no

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 0",0,0,Spatial Relation,"USER: 
 QUESTION: Is the cup beside the laptop?
OPTIONS:
0: yes
1: no

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,0,Spatial Relation
10,38.922844,39.194473,40.355885,41.86403,44.329792,48.602535,54.85744,62.710495,69.90433,78.646614,86.07206,90.45282,98.19573,102.25708,97.03339,109.26266,109.78134,109.30028,114.49918,116.40231,121.24246,120.199814,124.90289,128.52058,134.56831,139.33142,145.48756,149.27556,155.87413,157.18434,159.0277,158.40205,106.6241,All tokens,432,438,"USER: 
 QUESTION: Which point is closer to the camera?
OPTIONS:
0: A is closer
1: B is closer

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 0",0,1,Relative Depth,"USER: 
 QUESTION: Which point is closer to the camera?
OPTIONS:
0: A is closer
1: B is closer

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,1,Relative Depth
11,36.957184,37.225506,38.3699,39.842007,42.209972,46.602993,52.73211,60.70891,68.800285,78.874985,86.24947,91.630264,101.43634,105.81301,100.7455,114.99978,115.67895,117.231674,122.324615,123.86987,127.32581,124.6067,130.73561,133.70772,140.63675,144.70859,154.01562,157.62245,164.57767,165.24245,168.23181,168.38646,109.66796,All tokens,32,34,"USER: 
 QUESTION: How many kids are sitting on the bench in the image?
OPTIONS:
0: 5
1: 6
2: 3
3: 4

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 4",4,3,Counting,"USER: 
 QUESTION: How many kids are sitting on the bench in the image?
OPTIONS:
0: 5
1: 6
2: 3
3: 4

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,3,Counting
12,31.971718,32.251297,33.089306,34.251945,36.295322,40.113102,45.52932,52.069096,58.953915,67.81776,74.994026,81.514015,89.523964,94.42737,93.81087,102.75167,103.62563,103.79352,98.43945,100.153145,104.12601,103.1681,106.83674,106.605705,110.94698,112.461174,118.379005,122.045364,128.46796,130.13101,132.73894,133.58968,96.9807,All tokens,30,32,"USER: 
 QUESTION: How many white pillows are in this image?
OPTIONS:
0: 5
1: 3
2: 4
3: 6

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 3",3,2,Counting,"USER: 
 QUESTION: How many white pillows are in this image?
OPTIONS:
0: 5
1: 3
2: 4
3: 6

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 0000000000000000000000000000000000000000000000000",0,2,Counting
13,38.709427,38.97909,39.98992,41.591892,44.116474,48.58459,54.40391,61.849613,68.78916,78.127846,85.12001,90.76454,99.123764,104.17383,99.348434,112.34359,113.82493,112.9162,114.38868,112.85273,117.10255,117.164894,118.055275,119.27339,124.80358,126.12147,133.70961,138.44998,147.19354,150.23459,154.60147,157.38998,115.746605,All tokens,95,99,"USER: 
 QUESTION: How many white fridges are there in the image ?
OPTIONS:
0: 3
1: 2
2: 0
3: 1

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 1",1,3,Counting,"USER: 
 QUESTION: How many white fridges are there in the image ?
OPTIONS:
0: 3
1: 2
2: 0
3: 1

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 0000000000000000000000000000000000000000000000000",0,3,Counting
14,18.836397,18.98506,19.323502,19.754412,20.746786,22.954437,26.412989,31.098455,37.111023,44.36151,54.040974,63.6153,72.854485,79.21243,82.32914,90.68456,92.178894,93.64783,95.706566,97.8938,100.1158,99.84396,103.07011,105.966415,110.58045,112.63226,118.74722,119.74644,125.19476,125.213036,126.37924,124.823105,76.04585,All tokens,223,229,"USER: 
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 0",0,2,IQ Test,"USER: 
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,2,IQ Test
15,29.650803,29.905035,30.41816,31.459528,33.431255,37.07846,42.585854,49.443916,57.949627,67.09378,77.71941,86.776436,96.61518,102.01566,104.61357,113.763016,115.6516,116.03362,120.16727,121.89833,122.12355,120.638855,123.67928,127.8091,132.1232,134.1923,139.21724,140.98853,146.66185,144.66821,144.38641,140.5512,77.34232,All tokens,238,244,"USER: 
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 0",0,0,IQ Test,"USER: 
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,0,IQ Test
16,55.282845,55.645596,56.90096,59.088467,62.775833,68.7847,76.549,85.80693,94.67562,105.03299,113.15389,117.45346,128.92392,134.21048,126.631454,144.26709,146.31804,148.59601,154.45409,156.72713,162.44734,164.57147,172.34544,176.92482,181.50105,187.62648,198.24112,205.2684,215.90549,219.03221,224.111,224.03906,135.7771,All tokens,517,657,"USER: 
 QUESTION: Is the laptop touching the person?
OPTIONS:
0: yes
1: no

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 1",1,0,Spatial Relation,"USER: 
 QUESTION: Is the laptop touching the person?
OPTIONS:
0: yes
1: no

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,0,Spatial Relation
17,52.765697,53.104298,54.131237,55.905037,59.052273,64.29115,71.3273,79.34611,85.69154,94.46925,99.373116,101.32275,110.407005,113.68439,107.52064,122.03588,123.2752,125.09857,132.36987,134.53214,139.29607,140.58049,149.39227,152.59949,159.16692,164.15639,173.8604,178.99544,188.05023,190.45326,194.61462,195.19473,126.9867,All tokens,616,756,"USER: 
 QUESTION: Is the sandwich touching the person?
OPTIONS:
0: yes
1: no

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer:  ASSISTANT: 1",1,0,Spatial Relation,"USER: 
 QUESTION: Is the sandwich touching the person?
OPTIONS:
0: yes
1: no

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer:  ASSISTANT:",10000,0,Spatial Relation
