,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,Mean over,idx_corrected,idx_main,outputwImg,predictionwImg,gold_referencewImg,tagwImg,outputwoImg,predictionwoImg,gold_referencewoImg,tagwoImg
0,50.64838,74.08104,87.77069,83.54246,85.06771,81.80098,80.30143,80.33644,81.362885,88.05499,91.69386,100.75837,111.41305,120.144745,122.08045,126.82761,132.07185,79.89395,83.15658,92.303276,92.75698,98.81513,103.127075,98.541565,111.24582,129.73833,141.82057,154.89708,162.42372,173.84033,180.17485,180.09584,197.06818,207.28014,218.3774,202.72377,223.04254,All tokens,327,618,"user
 QUESTION: Consider the surface color (color without shading) of the two points in the image. Which one is darker, or the color is about the same?
OPTIONS:
0: A is darker
1: B is darker
2: About the same

Answer with the correct option from 0 to 2. Only provide the numeric and nothing else 


Answer: 
assistant
0",0,0,Relative Reflectance,"user
 QUESTION: Consider the surface color (color without shading) of the two points in the image. Which one is darker, or the color is about the same?
OPTIONS:
0: A is darker
1: B is darker
2: About the same

Answer with the correct option from 0 to 2. Only provide the numeric and nothing else 


Answer: 
assistant
2",2,0,Relative Reflectance
1,22.749592,32.02667,34.05662,32.454536,33.509464,32.384758,32.98052,12.229206,12.225478,12.614088,12.000054,11.316138,10.870831,10.72633,10.777799,10.3311405,10.794806,4.063375,4.2834196,4.5986986,5.4003234,5.9466286,6.5258846,8.024864,11.319762,14.526181,17.472736,22.740171,27.994934,34.816593,44.885757,55.431217,66.23271,73.493034,75.225006,80.773445,74.53173,All tokens,57,108,"user
 QUESTION: How many people are wearing glasses?
OPTIONS:
0: 2
1: 1
2: 3
3: 0

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
1",1,1,Counting,"user
 QUESTION: How many people are wearing glasses?
OPTIONS:
0: 2
1: 1
2: 3
3: 0

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
0",0,1,Counting
2,23.84105,34.002415,33.87154,31.664951,32.76555,31.877113,32.857113,13.35278,13.522724,14.086803,13.336168,12.491571,12.515862,12.51125,12.808361,12.335145,12.685077,12.194437,13.240535,14.753065,17.505432,19.591705,21.519659,24.974907,34.38684,42.710747,48.366455,55.649788,61.81797,69.31533,74.11188,79.82456,86.14137,86.90774,85.84975,78.6803,65.66328,All tokens,12,23,"user
 QUESTION: How many windows are on the front and not the sides of the bus?
OPTIONS:
0: 4
1: 2
2: 3
3: 1

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
1",1,1,Counting,"user
 QUESTION: How many windows are on the front and not the sides of the bus?
OPTIONS:
0: 4
1: 2
2: 3
3: 1

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
2",2,1,Counting
3,31.074486,41.70689,45.74458,44.09521,45.934196,44.97344,45.423107,21.352451,21.311134,21.852821,20.316147,18.935936,18.400091,18.056776,18.377272,17.83044,18.330467,8.484571,9.145276,10.007198,11.794136,13.147886,14.499832,17.351524,24.306438,30.692764,35.752693,44.401043,52.109848,61.009647,72.22588,79.476555,90.40849,97.28262,100.95978,102.3684,99.84401,All tokens,379,710,"user
 QUESTION: Is the teddy bear facing the book?
OPTIONS:
0: yes
1: no

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer: 
assistant
0",0,1,Spatial Relation,"user
 QUESTION: Is the teddy bear facing the book?
OPTIONS:
0: yes
1: no

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer: 
assistant
1",1,1,Spatial Relation
4,6.7669883,10.651587,11.469762,11.709529,13.851422,15.445235,19.203516,2.8090496,2.81169,2.838854,2.701113,2.4838552,2.5210605,2.5033686,2.5840619,2.5905166,2.6621168,2.627223,2.819842,3.0299907,3.6457338,3.9756434,4.3639646,4.9396887,6.5725408,8.684423,10.899176,14.084267,17.757944,23.040533,28.844805,34.790886,41.067036,45.09634,45.345566,41.282925,40.178154,All tokens,140,233,"user
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
1",1,0,IQ Test,"user
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
2",2,0,IQ Test
5,8.274131,15.914011,16.50665,16.742722,20.352242,22.63852,28.149752,2.4866734,2.5447838,2.6370673,2.536296,2.4049032,2.4708936,2.489972,2.5957038,2.634666,2.757776,1.8435295,1.9367793,2.039683,2.328096,2.4827049,2.677096,2.9576418,3.7995076,4.988398,6.215091,7.9415746,10.091673,13.3282385,17.485939,22.592066,28.393713,33.722992,36.501984,43.32011,45.299133,All tokens,125,206,"user
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
1",1,0,IQ Test,"user
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
2",2,0,IQ Test
6,6.4243317,11.612202,12.646951,12.953207,15.917435,18.507313,23.422787,2.4177814,2.4454458,2.5119467,2.4211338,2.2881784,2.3522174,2.3592143,2.4498873,2.4817588,2.5769858,2.5592968,2.7747247,2.9887447,3.5715263,3.9369807,4.378539,4.976956,6.7984934,9.096594,11.451421,14.435254,17.934105,23.08964,28.460302,33.948826,40.031723,44.081356,44.4253,40.28648,39.373154,All tokens,114,189,"user
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
3",3,1,IQ Test,"user
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
2",2,1,IQ Test
7,8.274514,13.359823,15.027775,15.360751,18.240528,20.79141,25.651503,3.0250175,3.0264802,3.086594,2.9593194,2.7773213,2.8486545,2.8611403,2.9637673,2.9878364,3.1086001,1.9464898,2.05583,2.1835449,2.5212831,2.7132688,2.9209137,3.250752,4.1686788,5.487382,6.9028206,9.02798,11.53643,15.473923,20.235296,26.287413,32.692837,38.472576,41.056107,44.67673,46.87623,All tokens,71,129,"user
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
1",1,1,IQ Test,"user
 QUESTION: Which one picture follows the same pattern or rule established by the previous pictures?
OPTIONS:
0: Picture A
1: Picture B
2: Picture C
3: Picture D

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
2",2,1,IQ Test
8,29.104643,39.124638,42.739258,40.733246,41.95955,41.040348,41.356533,18.645473,18.471138,18.713528,17.698036,16.864796,16.477781,16.420727,16.487564,15.872309,16.588572,6.4581747,6.88058,7.4849057,8.843728,9.882644,10.855909,13.012324,18.608337,23.735598,27.655706,34.794056,41.04588,48.982494,57.644455,66.95048,77.57483,86.49819,91.82714,98.25535,97.91253,All tokens,377,707,"user
 QUESTION: Is the sandwich touching the dining table?
OPTIONS:
0: yes
1: no

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer: 
assistant
1",1,0,Spatial Relation,"user
 QUESTION: Is the sandwich touching the dining table?
OPTIONS:
0: yes
1: no

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 


Answer: 
assistant
0",0,0,Spatial Relation
9,19.590776,26.498823,29.59123,28.041996,29.122005,29.257769,30.50113,13.94994,13.930105,14.282074,13.456222,12.382863,11.955859,11.752144,11.876605,11.3830185,11.607055,11.272506,12.1557865,13.383214,15.642111,17.255373,18.84069,21.6903,30.008427,35.713722,40.45779,47.454086,52.47987,58.650032,63.6366,68.30785,73.52988,77.4601,78.39993,74.03061,70.388824,All tokens,52,99,"user
 QUESTION: How many white fridges are there in the image ?
OPTIONS:
0: 3
1: 2
2: 0
3: 1

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
1",1,3,Counting,"user
 QUESTION: How many white fridges are there in the image ?
OPTIONS:
0: 3
1: 2
2: 0
3: 1

Answer with the correct option from 0 to 3. Only provide the numeric and nothing else 


Answer: 
assistant
0",0,3,Counting
